,Местное время,T,meteostation
507504,2017-02-25 08:00:00,-10.7,Бисер
507512,2017-02-24 08:00:00,-3.9,Бисер
507520,2017-02-23 08:00:00,-2.8,Бисер
507528,2017-02-22 08:00:00,-1.3,Бисер
507536,2017-02-21 08:00:00,-1.4,Бисер
507544,2017-02-20 08:00:00,-13.3,Бисер
507552,2017-02-19 08:00:00,-13.7,Бисер
507560,2017-02-18 08:00:00,-15.8,Бисер
507568,2017-02-17 08:00:00,-13.4,Бисер
507576,2017-02-16 08:00:00,-18.0,Бисер
507584,2017-02-15 08:00:00,-15.3,Бисер
507592,2017-02-14 08:00:00,-9.9,Бисер
507600,2017-02-13 08:00:00,-16.8,Бисер
507608,2017-02-12 08:00:00,-21.5,Бисер
507616,2017-02-11 08:00:00,-24.9,Бисер
507624,2017-02-10 08:00:00,-27.6,Бисер
507632,2017-02-09 08:00:00,-28.0,Бисер
507640,2017-02-08 08:00:00,-26.6,Бисер
507648,2017-02-07 08:00:00,-26.1,Бисер
507656,2017-02-06 08:00:00,-20.3,Бисер
507664,2017-02-05 08:00:00,-16.0,Бисер
507672,2017-02-04 08:00:00,-20.1,Бисер
507680,2017-02-03 08:00:00,-15.0,Бисер
507688,2017-02-02 08:00:00,-16.8,Бисер
507696,2017-02-01 08:00:00,-16.6,Бисер
507704,2017-01-31 08:00:00,-16.1,Бисер
507712,2017-01-30 08:00:00,-14.7,Бисер
507720,2017-01-29 08:00:00,-16.4,Бисер
507728,2017-01-28 08:00:00,-12.8,Бисер
507736,2017-01-27 08:00:00,-19.0,Бисер
507744,2017-01-26 08:00:00,-28.8,Бисер
507752,2017-01-25 08:00:00,-28.9,Бисер
507760,2017-01-24 08:00:00,-14.5,Бисер
507768,2017-01-23 08:00:00,-11.7,Бисер
507776,2017-01-22 08:00:00,-15.7,Бисер
507784,2017-01-21 08:00:00,-8.4,Бисер
507792,2017-01-20 08:00:00,-14.1,Бисер
507800,2017-01-19 08:00:00,-17.6,Бисер
507808,2017-01-18 08:00:00,-19.5,Бисер
507816,2017-01-17 08:00:00,-16.3,Бисер
507824,2017-01-16 08:00:00,-17.8,Бисер
507832,2017-01-15 08:00:00,-13.5,Бисер
507840,2017-01-14 08:00:00,-16.1,Бисер
507848,2017-01-13 08:00:00,-8.6,Бисер
507856,2017-01-12 08:00:00,-14.2,Бисер
507864,2017-01-11 08:00:00,-21.0,Бисер
507872,2017-01-10 08:00:00,-27.8,Бисер
507880,2017-01-09 08:00:00,-35.1,Бисер
507888,2017-01-08 08:00:00,-33.2,Бисер
507896,2017-01-07 08:00:00,-31.4,Бисер
507904,2017-01-06 08:00:00,-30.6,Бисер
507912,2017-01-05 08:00:00,-31.4,Бисер
507920,2017-01-04 08:00:00,-28.6,Бисер
507928,2017-01-03 08:00:00,-24.7,Бисер
507936,2017-01-02 08:00:00,-2.6,Бисер
507944,2017-01-01 08:00:00,-4.1,Бисер
507952,2016-12-31 08:00:00,-7.1,Бисер
507960,2016-12-30 08:00:00,-9.9,Бисер
507968,2016-12-29 08:00:00,-7.6,Бисер
507976,2016-12-28 08:00:00,-8.0,Бисер
507984,2016-12-27 08:00:00,-12.7,Бисер
507992,2016-12-26 08:00:00,-9.5,Бисер
508000,2016-12-25 08:00:00,-13.8,Бисер
508008,2016-12-24 08:00:00,-15.7,Бисер
508016,2016-12-23 08:00:00,-24.0,Бисер
508024,2016-12-22 08:00:00,-33.8,Бисер
508032,2016-12-21 08:00:00,-30.0,Бисер
508040,2016-12-20 08:00:00,-32.0,Бисер
508048,2016-12-19 08:00:00,-24.2,Бисер
508056,2016-12-18 08:00:00,-27.2,Бисер
508064,2016-12-17 08:00:00,-21.0,Бисер
508072,2016-12-16 08:00:00,-25.4,Бисер
508080,2016-12-15 08:00:00,-22.6,Бисер
508088,2016-12-14 08:00:00,-18.9,Бисер
508096,2016-12-13 08:00:00,-16.7,Бисер
508104,2016-12-12 08:00:00,-22.2,Бисер
508112,2016-12-11 08:00:00,-13.3,Бисер
508120,2016-12-10 08:00:00,-17.7,Бисер
508128,2016-12-09 08:00:00,-31.0,Бисер
508136,2016-12-08 08:00:00,-28.6,Бисер
508144,2016-12-07 08:00:00,-15.1,Бисер
508152,2016-12-06 08:00:00,-17.1,Бисер
508160,2016-12-05 08:00:00,-20.4,Бисер
508168,2016-12-04 08:00:00,-13.9,Бисер
508176,2016-12-03 08:00:00,-17.9,Бисер
508184,2016-12-02 08:00:00,-15.9,Бисер
508192,2016-12-01 08:00:00,-17.3,Бисер
508200,2016-11-30 08:00:00,-9.3,Бисер
508208,2016-11-29 08:00:00,-15.5,Бисер
508216,2016-11-28 08:00:00,-15.7,Бисер
508224,2016-11-27 08:00:00,-11.9,Бисер
508232,2016-11-26 08:00:00,-8.5,Бисер
508240,2016-11-25 08:00:00,-8.1,Бисер
508248,2016-11-24 08:00:00,-9.6,Бисер
508256,2016-11-23 08:00:00,-8.5,Бисер
508264,2016-11-22 08:00:00,-12.6,Бисер
508272,2016-11-21 08:00:00,-16.8,Бисер
508280,2016-11-20 08:00:00,-24.4,Бисер
508288,2016-11-19 08:00:00,-28.8,Бисер
508296,2016-11-18 08:00:00,-24.9,Бисер
508304,2016-11-17 08:00:00,-25.8,Бисер
508312,2016-11-16 08:00:00,-20.1,Бисер
508320,2016-11-15 08:00:00,-24.6,Бисер
508328,2016-11-14 08:00:00,-21.2,Бисер
508336,2016-11-13 08:00:00,-16.9,Бисер
508344,2016-11-12 08:00:00,-7.7,Бисер
508352,2016-11-11 08:00:00,-14.5,Бисер
508360,2016-11-10 08:00:00,-17.0,Бисер
508368,2016-11-09 08:00:00,-17.0,Бисер
508376,2016-11-08 08:00:00,-14.6,Бисер
508384,2016-11-07 08:00:00,-14.5,Бисер
508392,2016-11-06 08:00:00,-10.5,Бисер
508400,2016-11-05 08:00:00,-11.3,Бисер
508408,2016-11-04 08:00:00,-11.0,Бисер
508416,2016-11-03 08:00:00,-12.5,Бисер
508424,2016-11-02 08:00:00,-13.7,Бисер
508432,2016-11-01 08:00:00,-8.9,Бисер
508440,2016-10-31 08:00:00,-9.1,Бисер
508448,2016-10-30 08:00:00,-5.4,Бисер
508456,2016-10-29 08:00:00,-6.1,Бисер
508464,2016-10-28 08:00:00,-5.4,Бисер
508472,2016-10-27 08:00:00,-4.3,Бисер
508480,2016-10-26 08:00:00,-3.6,Бисер
508488,2016-10-25 08:00:00,-2.2,Бисер
508496,2016-10-24 08:00:00,-3.0,Бисер
508504,2016-10-23 08:00:00,-4.1,Бисер
508512,2016-10-22 08:00:00,-5.7,Бисер
508520,2016-10-21 08:00:00,-4.8,Бисер
508528,2016-10-20 08:00:00,-3.5,Бисер
508536,2016-10-19 08:00:00,-4.2,Бисер
508544,2016-10-18 08:00:00,-1.6,Бисер
508552,2016-10-17 08:00:00,-2.9,Бисер
508560,2016-10-16 08:00:00,-5.6,Бисер
508568,2016-10-15 08:00:00,-4.8,Бисер
508576,2016-10-14 08:00:00,-4.4,Бисер
508584,2016-10-13 08:00:00,-2.5,Бисер
508592,2016-10-12 08:00:00,-2.1,Бисер
508600,2016-10-11 08:00:00,-1.8,Бисер
508608,2016-10-10 08:00:00,-0.1,Бисер
508616,2016-10-09 08:00:00,-0.1,Бисер
508624,2016-10-08 08:00:00,-3.5,Бисер
508632,2016-10-07 08:00:00,-0.7,Бисер
508640,2016-10-06 08:00:00,1.2,Бисер
508648,2016-10-05 08:00:00,5.1,Бисер
508656,2016-10-04 08:00:00,4.4,Бисер
508664,2016-10-03 08:00:00,4.8,Бисер
508672,2016-10-02 08:00:00,6.4,Бисер
508680,2016-10-01 08:00:00,2.8,Бисер
508688,2016-09-30 08:00:00,2.8,Бисер
508696,2016-09-29 08:00:00,3.8,Бисер
508704,2016-09-28 08:00:00,6.4,Бисер
508712,2016-09-27 08:00:00,7.8,Бисер
508720,2016-09-26 08:00:00,6.6,Бисер
508728,2016-09-25 08:00:00,6.8,Бисер
508736,2016-09-24 08:00:00,10.7,Бисер
508744,2016-09-23 08:00:00,8.2,Бисер
508752,2016-09-22 08:00:00,4.0,Бисер
508760,2016-09-21 08:00:00,6.2,Бисер
508768,2016-09-20 08:00:00,5.1,Бисер
508776,2016-09-19 08:00:00,7.9,Бисер
508784,2016-09-18 08:00:00,5.8,Бисер
508792,2016-09-17 08:00:00,6.0,Бисер
508800,2016-09-16 08:00:00,6.1,Бисер
508808,2016-09-15 08:00:00,6.6,Бисер
508816,2016-09-14 08:00:00,5.7,Бисер
508824,2016-09-13 08:00:00,5.1,Бисер
508832,2016-09-12 08:00:00,6.8,Бисер
508840,2016-09-11 08:00:00,5.6,Бисер
508848,2016-09-10 08:00:00,3.9,Бисер
508856,2016-09-09 08:00:00,3.1,Бисер
508864,2016-09-08 08:00:00,3.5,Бисер
508872,2016-09-07 08:00:00,8.3,Бисер
508880,2016-09-06 08:00:00,10.0,Бисер
508888,2016-09-05 08:00:00,11.3,Бисер
508896,2016-09-04 08:00:00,12.1,Бисер
508904,2016-09-03 08:00:00,11.7,Бисер
508912,2016-09-02 08:00:00,11.1,Бисер
508920,2016-09-01 08:00:00,10.2,Бисер
508928,2016-08-31 08:00:00,7.2,Бисер
508936,2016-08-30 08:00:00,5.0,Бисер
508944,2016-08-29 08:00:00,7.2,Бисер
508952,2016-08-28 08:00:00,8.1,Бисер
508960,2016-08-27 08:00:00,11.5,Бисер
508968,2016-08-26 08:00:00,15.2,Бисер
508976,2016-08-25 08:00:00,17.3,Бисер
508984,2016-08-24 08:00:00,18.5,Бисер
508992,2016-08-23 08:00:00,18.7,Бисер
509000,2016-08-22 08:00:00,18.9,Бисер
509008,2016-08-21 08:00:00,15.2,Бисер
509016,2016-08-20 08:00:00,17.8,Бисер
509024,2016-08-19 08:00:00,17.7,Бисер
509032,2016-08-18 08:00:00,18.5,Бисер
509040,2016-08-17 08:00:00,21.4,Бисер
509048,2016-08-16 08:00:00,18.5,Бисер
509056,2016-08-15 08:00:00,21.4,Бисер
509064,2016-08-14 08:00:00,23.4,Бисер
509072,2016-08-13 08:00:00,21.0,Бисер
509080,2016-08-12 08:00:00,18.5,Бисер
509088,2016-08-11 08:00:00,20.1,Бисер
509096,2016-08-10 08:00:00,18.9,Бисер
509104,2016-08-09 08:00:00,21.5,Бисер
509112,2016-08-08 08:00:00,18.5,Бисер
509120,2016-08-07 08:00:00,18.5,Бисер
509128,2016-08-06 08:00:00,16.3,Бисер
509136,2016-08-05 08:00:00,20.1,Бисер
509144,2016-08-04 08:00:00,21.0,Бисер
509152,2016-08-03 08:00:00,20.6,Бисер
509160,2016-08-02 08:00:00,19.5,Бисер
509168,2016-08-01 08:00:00,14.5,Бисер
509176,2016-07-31 08:00:00,12.5,Бисер
509184,2016-07-30 08:00:00,13.9,Бисер
509192,2016-07-29 08:00:00,17.1,Бисер
509200,2016-07-28 08:00:00,17.1,Бисер
509208,2016-07-27 08:00:00,18.2,Бисер
509216,2016-07-26 08:00:00,17.5,Бисер
509224,2016-07-25 08:00:00,14.0,Бисер
509232,2016-07-24 08:00:00,16.6,Бисер
509240,2016-07-23 08:00:00,18.5,Бисер
509248,2016-07-22 08:00:00,18.3,Бисер
509256,2016-07-21 08:00:00,16.6,Бисер
509264,2016-07-20 08:00:00,17.1,Бисер
509272,2016-07-19 08:00:00,17.0,Бисер
509279,2016-07-18 08:00:00,16.4,Бисер
509287,2016-07-17 08:00:00,18.8,Бисер
509295,2016-07-16 08:00:00,15.1,Бисер
509303,2016-07-15 08:00:00,14.7,Бисер
509311,2016-07-14 08:00:00,14.2,Бисер
509319,2016-07-13 08:00:00,18.2,Бисер
509327,2016-07-12 08:00:00,16.8,Бисер
509335,2016-07-11 08:00:00,13.2,Бисер
509343,2016-07-10 08:00:00,20.0,Бисер
509358,2016-07-08 08:00:00,18.5,Бисер
509366,2016-07-07 08:00:00,16.0,Бисер
509374,2016-07-06 08:00:00,19.1,Бисер
509382,2016-07-05 08:00:00,19.5,Бисер
509390,2016-07-04 08:00:00,16.6,Бисер
509398,2016-07-03 08:00:00,15.8,Бисер
509406,2016-07-02 08:00:00,15.7,Бисер
509414,2016-07-01 08:00:00,13.4,Бисер
509422,2016-06-30 08:00:00,12.3,Бисер
509430,2016-06-29 08:00:00,8.7,Бисер
509438,2016-06-28 08:00:00,8.8,Бисер
509446,2016-06-27 08:00:00,14.2,Бисер
509454,2016-06-26 08:00:00,13.3,Бисер
509462,2016-06-25 08:00:00,10.7,Бисер
509470,2016-06-24 08:00:00,15.8,Бисер
509478,2016-06-23 08:00:00,19.4,Бисер
509486,2016-06-22 08:00:00,19.4,Бисер
509494,2016-06-21 08:00:00,18.3,Бисер
509502,2016-06-20 08:00:00,21.3,Бисер
509510,2016-06-19 08:00:00,19.4,Бисер
509518,2016-06-18 08:00:00,16.5,Бисер
509526,2016-06-17 08:00:00,13.6,Бисер
509534,2016-06-16 08:00:00,14.8,Бисер
509542,2016-06-15 08:00:00,11.8,Бисер
509550,2016-06-14 08:00:00,14.7,Бисер
509558,2016-06-13 08:00:00,12.7,Бисер
509566,2016-06-12 08:00:00,15.4,Бисер
509574,2016-06-11 08:00:00,13.8,Бисер
509582,2016-06-10 08:00:00,9.0,Бисер
509590,2016-06-09 08:00:00,11.0,Бисер
509598,2016-06-08 08:00:00,14.7,Бисер
509606,2016-06-07 08:00:00,9.8,Бисер
509614,2016-06-06 08:00:00,11.3,Бисер
509622,2016-06-05 08:00:00,12.8,Бисер
509630,2016-06-04 08:00:00,13.9,Бисер
509638,2016-06-03 08:00:00,10.6,Бисер
509646,2016-06-02 08:00:00,10.4,Бисер
509654,2016-06-01 08:00:00,2.8,Бисер
509662,2016-05-31 08:00:00,0.9,Бисер
509670,2016-05-30 08:00:00,9.1,Бисер
509678,2016-05-29 08:00:00,11.9,Бисер
509686,2016-05-28 08:00:00,14.0,Бисер
509694,2016-05-27 08:00:00,18.0,Бисер
509702,2016-05-26 08:00:00,18.1,Бисер
509710,2016-05-25 08:00:00,17.6,Бисер
509718,2016-05-24 08:00:00,18.6,Бисер
509726,2016-05-23 08:00:00,16.7,Бисер
509734,2016-05-22 08:00:00,18.5,Бисер
509742,2016-05-21 08:00:00,17.2,Бисер
509750,2016-05-20 08:00:00,12.9,Бисер
509758,2016-05-19 08:00:00,16.0,Бисер
509766,2016-05-18 08:00:00,12.9,Бисер
509774,2016-05-17 08:00:00,9.2,Бисер
509782,2016-05-16 08:00:00,7.0,Бисер
509790,2016-05-15 08:00:00,1.3,Бисер
509798,2016-05-14 08:00:00,-0.4,Бисер
509806,2016-05-13 08:00:00,-0.6,Бисер
509814,2016-05-12 08:00:00,5.7,Бисер
509822,2016-05-11 08:00:00,1.8,Бисер
509830,2016-05-10 08:00:00,5.7,Бисер
509838,2016-05-09 08:00:00,3.1,Бисер
509846,2016-05-08 08:00:00,-1.5,Бисер
509854,2016-05-07 08:00:00,3.6,Бисер
509862,2016-05-06 08:00:00,5.4,Бисер
509870,2016-05-05 08:00:00,9.4,Бисер
509878,2016-05-04 08:00:00,7.3,Бисер
509886,2016-05-03 08:00:00,4.3,Бисер
509894,2016-05-02 08:00:00,0.1,Бисер
509902,2016-05-01 08:00:00,6.9,Бисер
509910,2016-04-30 08:00:00,5.6,Бисер
509918,2016-04-29 08:00:00,1.8,Бисер
509926,2016-04-28 08:00:00,1.1,Бисер
509934,2016-04-27 08:00:00,1.4,Бисер
509942,2016-04-26 08:00:00,3.6,Бисер
509950,2016-04-25 08:00:00,2.6,Бисер
509958,2016-04-24 08:00:00,2.2,Бисер
509966,2016-04-23 08:00:00,2.7,Бисер
509974,2016-04-22 08:00:00,5.4,Бисер
509982,2016-04-21 08:00:00,3.1,Бисер
509990,2016-04-20 08:00:00,3.6,Бисер
509998,2016-04-19 08:00:00,0.6,Бисер
510006,2016-04-18 08:00:00,6.0,Бисер
510014,2016-04-17 08:00:00,8.2,Бисер
510022,2016-04-16 08:00:00,5.8,Бисер
510030,2016-04-15 08:00:00,6.8,Бисер
510038,2016-04-14 08:00:00,-0.5,Бисер
510046,2016-04-13 08:00:00,-1.8,Бисер
510054,2016-04-12 08:00:00,-0.5,Бисер
510062,2016-04-11 08:00:00,0.7,Бисер
510070,2016-04-10 08:00:00,2.5,Бисер
510078,2016-04-09 08:00:00,-1.6,Бисер
510086,2016-04-08 08:00:00,-0.4,Бисер
510094,2016-04-07 08:00:00,-0.4,Бисер
510102,2016-04-06 08:00:00,2.0,Бисер
510110,2016-04-05 08:00:00,0.1,Бисер
510118,2016-04-04 08:00:00,-0.2,Бисер
510126,2016-04-03 08:00:00,-0.3,Бисер
510134,2016-04-02 08:00:00,-1.2,Бисер
510142,2016-04-01 08:00:00,-3.2,Бисер
510150,2016-03-31 08:00:00,-2.3,Бисер
510158,2016-03-30 08:00:00,-4.5,Бисер
510166,2016-03-29 08:00:00,-1.1,Бисер
510174,2016-03-28 08:00:00,-1.2,Бисер
510182,2016-03-27 08:00:00,-1.4,Бисер
510190,2016-03-26 08:00:00,-2.5,Бисер
510198,2016-03-25 08:00:00,-3.0,Бисер
510206,2016-03-24 08:00:00,-4.6,Бисер
510214,2016-03-23 08:00:00,-13.1,Бисер
510222,2016-03-22 08:00:00,-14.0,Бисер
510230,2016-03-21 08:00:00,-16.4,Бисер
510238,2016-03-20 08:00:00,-11.7,Бисер
510246,2016-03-19 08:00:00,-12.0,Бисер
510254,2016-03-18 08:00:00,-7.6,Бисер
510262,2016-03-17 08:00:00,-6.9,Бисер
510270,2016-03-16 08:00:00,-13.3,Бисер
510278,2016-03-15 08:00:00,-19.1,Бисер
510286,2016-03-14 08:00:00,-15.8,Бисер
510294,2016-03-13 08:00:00,-7.8,Бисер
510302,2016-03-12 08:00:00,-10.4,Бисер
510310,2016-03-11 08:00:00,-11.0,Бисер
510318,2016-03-10 08:00:00,-11.2,Бисер
510326,2016-03-09 08:00:00,-14.7,Бисер
510334,2016-03-08 08:00:00,-17.6,Бисер
510342,2016-03-07 08:00:00,-10.1,Бисер
510350,2016-03-06 08:00:00,-13.4,Бисер
510358,2016-03-05 08:00:00,-8.6,Бисер
510366,2016-03-04 08:00:00,-6.4,Бисер
510374,2016-03-03 08:00:00,-8.6,Бисер
510382,2016-03-02 08:00:00,-10.4,Бисер
510390,2016-03-01 08:00:00,-9.6,Бисер
510398,2016-02-29 08:00:00,-7.1,Бисер
510406,2016-02-28 08:00:00,-4.6,Бисер
510414,2016-02-27 08:00:00,-4.0,Бисер
510422,2016-02-26 08:00:00,-0.7,Бисер
510429,2016-02-25 08:00:00,-0.8,Бисер
510437,2016-02-24 08:00:00,-2.4,Бисер
510445,2016-02-23 08:00:00,-7.7,Бисер
510453,2016-02-22 08:00:00,-12.3,Бисер
510461,2016-02-21 08:00:00,-12.6,Бисер
510469,2016-02-20 08:00:00,-6.9,Бисер
510477,2016-02-19 08:00:00,-10.6,Бисер
510485,2016-02-18 08:00:00,-6.7,Бисер
510493,2016-02-17 08:00:00,-6.2,Бисер
510501,2016-02-16 08:00:00,-15.0,Бисер
510509,2016-02-15 08:00:00,-10.6,Бисер
510517,2016-02-14 08:00:00,-12.8,Бисер
510525,2016-02-13 08:00:00,-12.4,Бисер
510533,2016-02-12 08:00:00,-10.5,Бисер
510541,2016-02-11 08:00:00,-4.5,Бисер
510549,2016-02-10 08:00:00,-7.8,Бисер
510557,2016-02-09 08:00:00,-12.3,Бисер
510565,2016-02-08 08:00:00,-12.9,Бисер
510573,2016-02-07 08:00:00,-7.1,Бисер
510581,2016-02-06 08:00:00,-8.5,Бисер
510589,2016-02-05 08:00:00,-3.4,Бисер
510597,2016-02-04 08:00:00,-4.1,Бисер
510605,2016-02-03 08:00:00,-1.1,Бисер
510613,2016-02-02 08:00:00,-2.0,Бисер
510621,2016-02-01 08:00:00,-6.0,Бисер
510629,2016-01-31 08:00:00,-8.6,Бисер
510637,2016-01-30 08:00:00,-14.1,Бисер
510645,2016-01-29 08:00:00,-21.2,Бисер
510653,2016-01-28 08:00:00,-14.6,Бисер
510661,2016-01-27 08:00:00,-15.9,Бисер
510669,2016-01-26 08:00:00,-17.8,Бисер
510677,2016-01-25 08:00:00,-17.3,Бисер
510685,2016-01-24 08:00:00,-16.7,Бисер
510693,2016-01-23 08:00:00,-14.8,Бисер
510701,2016-01-22 08:00:00,-12.6,Бисер
510709,2016-01-21 08:00:00,-11.1,Бисер
510717,2016-01-20 08:00:00,-10.3,Бисер
510725,2016-01-19 08:00:00,-18.3,Бисер
510733,2016-01-18 08:00:00,-22.0,Бисер
510741,2016-01-17 08:00:00,-18.0,Бисер
510749,2016-01-16 08:00:00,-15.5,Бисер
510757,2016-01-15 08:00:00,-15.7,Бисер
510765,2016-01-14 08:00:00,-10.6,Бисер
510773,2016-01-13 08:00:00,-25.0,Бисер
510781,2016-01-12 08:00:00,-10.1,Бисер
510789,2016-01-11 08:00:00,-11.2,Бисер
510797,2016-01-10 08:00:00,-8.4,Бисер
510805,2016-01-09 08:00:00,-10.1,Бисер
510813,2016-01-08 08:00:00,-23.0,Бисер
510821,2016-01-07 08:00:00,-20.3,Бисер
510829,2016-01-06 08:00:00,-21.6,Бисер
510837,2016-01-05 08:00:00,-27.4,Бисер
510845,2016-01-04 08:00:00,-25.0,Бисер
510853,2016-01-03 08:00:00,-23.9,Бисер
510861,2016-01-02 08:00:00,-13.4,Бисер
510869,2016-01-01 08:00:00,-19.0,Бисер
510877,2015-12-31 08:00:00,-24.1,Бисер
510885,2015-12-30 08:00:00,-15.5,Бисер
510893,2015-12-29 08:00:00,-15.3,Бисер
510901,2015-12-28 08:00:00,-15.4,Бисер
510909,2015-12-27 08:00:00,-14.1,Бисер
510917,2015-12-26 08:00:00,-15.6,Бисер
510925,2015-12-25 08:00:00,-14.0,Бисер
510933,2015-12-24 08:00:00,-1.5,Бисер
510941,2015-12-23 08:00:00,-3.1,Бисер
510949,2015-12-22 08:00:00,-10.6,Бисер
510957,2015-12-21 08:00:00,-21.1,Бисер
510965,2015-12-20 08:00:00,-23.8,Бисер
510973,2015-12-19 08:00:00,-23.1,Бисер
510981,2015-12-18 08:00:00,-17.7,Бисер
510989,2015-12-17 08:00:00,-13.2,Бисер
510997,2015-12-16 08:00:00,-9.5,Бисер
511005,2015-12-15 08:00:00,-8.3,Бисер
511013,2015-12-14 08:00:00,-3.6,Бисер
511021,2015-12-13 08:00:00,-6.0,Бисер
511029,2015-12-12 08:00:00,-2.3,Бисер
511037,2015-12-11 08:00:00,-1.9,Бисер
511044,2015-12-10 08:00:00,-8.3,Бисер
511052,2015-12-09 08:00:00,-5.9,Бисер
511060,2015-12-08 08:00:00,-2.3,Бисер
511068,2015-12-07 08:00:00,-3.0,Бисер
511076,2015-12-06 08:00:00,-7.4,Бисер
511084,2015-12-05 08:00:00,-5.1,Бисер
511092,2015-12-04 08:00:00,-6.6,Бисер
511100,2015-12-03 08:00:00,-4.2,Бисер
511108,2015-12-02 08:00:00,-5.4,Бисер
511116,2015-12-01 08:00:00,-10.4,Бисер
511124,2015-11-30 08:00:00,-5.3,Бисер
511132,2015-11-29 08:00:00,-2.5,Бисер
511140,2015-11-28 08:00:00,-8.5,Бисер
511148,2015-11-27 08:00:00,-12.0,Бисер
511156,2015-11-26 08:00:00,-6.5,Бисер
511164,2015-11-25 08:00:00,-5.6,Бисер
511172,2015-11-24 08:00:00,-5.0,Бисер
511180,2015-11-23 08:00:00,-10.9,Бисер
511188,2015-11-22 08:00:00,-15.1,Бисер
511196,2015-11-21 08:00:00,-20.0,Бисер
511204,2015-11-20 08:00:00,-21.3,Бисер
511212,2015-11-19 08:00:00,-21.5,Бисер
511220,2015-11-18 08:00:00,-19.2,Бисер
511228,2015-11-17 08:00:00,-19.4,Бисер
511236,2015-11-16 08:00:00,-18.3,Бисер
511244,2015-11-15 08:00:00,-16.5,Бисер
511252,2015-11-14 08:00:00,-14.5,Бисер
511260,2015-11-13 08:00:00,-7.3,Бисер
511268,2015-11-12 08:00:00,-7.0,Бисер
511276,2015-11-11 08:00:00,-12.9,Бисер
511284,2015-11-10 08:00:00,-20.0,Бисер
511292,2015-11-09 08:00:00,-13.5,Бисер
511300,2015-11-08 08:00:00,-9.0,Бисер
511308,2015-11-07 08:00:00,-4.9,Бисер
511316,2015-11-06 08:00:00,-3.9,Бисер
511324,2015-11-05 08:00:00,-3.4,Бисер
511332,2015-11-04 08:00:00,-1.9,Бисер
511340,2015-11-03 08:00:00,-2.9,Бисер
511348,2015-11-02 08:00:00,-5.0,Бисер
511356,2015-11-01 08:00:00,-8.3,Бисер
511364,2015-10-31 08:00:00,-9.7,Бисер
511372,2015-10-30 08:00:00,-5.4,Бисер
511380,2015-10-29 08:00:00,-1.1,Бисер
511388,2015-10-28 08:00:00,-0.2,Бисер
511396,2015-10-27 08:00:00,-0.7,Бисер
511404,2015-10-26 08:00:00,-4.5,Бисер
511412,2015-10-25 08:00:00,-2.3,Бисер
511420,2015-10-24 08:00:00,-4.1,Бисер
511428,2015-10-23 08:00:00,-6.4,Бисер
511436,2015-10-22 08:00:00,-10.9,Бисер
511444,2015-10-21 08:00:00,-13.2,Бисер
511452,2015-10-20 08:00:00,-8.5,Бисер
511460,2015-10-19 08:00:00,-0.6,Бисер
511468,2015-10-18 08:00:00,-0.8,Бисер
